City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
474,taybad,34.74,60.7756,-3.52,69,0,1.85,IR,1674266395
475,cap-aux-meules,47.3821,-61.8597,-0.97,100,100,10.29,CA,1674266396
476,kualakapuas,-3.0091,114.3876,29.1,68,100,1.63,ID,1674266396
477,shiyan,32.6475,110.7781,4.02,38,46,0.86,CN,1674266396
478,kelc,49.4784,17.8153,-0.84,94,100,6.12,CZ,1674266397
479,palmer,42.1584,-72.3287,3.25,87,100,0.0,US,1674266397
480,tibiri,13.5627,7.0485,18.91,20,1,4.28,NE,1674266397
481,mastung,29.7994,66.845,-0.66,84,6,1.08,PK,1674266397
482,bathsheba,13.2167,-59.5167,25.34,73,40,10.29,BB,1674266397
483,vale da amoreira,39.0697,-7.6985,8.54,99,43,2.18,PT,1674266398
484,portobelo,9.55,-79.65,24.98,84,74,6.6,PA,1674266398
485,luohe,33.5717,114.0353,4.89,52,41,2.44,CN,1674266398
486,ajdabiya,30.7554,20.2263,11.9,54,0,3.89,LY,1674266398
487,anadyr,64.75,177.4833,-32.72,67,20,5.0,RU,1674266257
488,gravdal,68.1214,13.5031,2.74,68,64,1.34,NO,1674266398
489,harper,4.375,-7.7169,25.8,84,100,2.88,LR,1674266398
490,kamina,-8.7386,24.9906,17.34,98,100,2.19,CD,1674266398
491,goure,13.9835,10.2704,17.84,16,2,4.11,NE,1674266399
492,humberto de campos,-2.5983,-43.4611,23.41,92,95,1.48,BR,1674266399
493,asau,46.4333,26.4,5.71,94,98,2.67,RO,1674266399
494,umm lajj,25.0213,37.2685,21.89,59,100,0.67,SA,1674266399
495,waipawa,-41.4122,175.5153,16.84,65,40,4.13,NZ,1674266399
496,sao jose da coroa grande,-8.8978,-35.1478,24.87,80,38,2.77,BR,1674266400
497,namatanai,-3.6667,152.4333,29.3,71,100,2.64,PG,1674266400
498,kieta,-6.2167,155.6333,29.46,65,100,1.19,PG,1674266400
499,zafra,38.4167,-6.4167,7.11,97,33,2.33,ES,1674266239
500,buchanan,5.8808,-10.0467,25.88,85,100,3.2,LR,1674266400
501,tucurui,-3.7661,-49.6725,22.77,90,24,0.9,BR,1674266400
502,normandin,48.8333,-72.5321,-9.83,85,23,3.09,CA,1674266400
503,mpika,-11.8343,31.4529,15.32,98,100,1.68,ZM,1674266401
504,sombrio,-29.1139,-49.6167,22.74,94,57,1.64,BR,1674266401
505,turgutlu,38.4953,27.6997,8.85,84,0,2.04,TR,1674266401
506,santa isabel do rio negro,-0.4139,-65.0192,21.36,99,36,0.76,BR,1674266401
507,martapura,-3.4167,114.85,28.05,78,40,4.12,ID,1674266401
508,kuching,1.55,110.3333,30.01,78,20,1.54,MY,1674266188
509,thinadhoo,0.5333,72.9333,26.78,64,74,5.72,MV,1674266402
510,richards bay,-28.783,32.0377,22.75,96,100,2.48,ZA,1674266402
511,abu samrah,35.3029,37.1841,8.58,63,0,2.14,SY,1674266403
512,mancora,-4.1078,-81.0475,24.62,64,97,5.87,PE,1674266403
513,ancud,-41.8697,-73.8203,14.19,95,63,2.69,CL,1674266403
514,salym,60.0625,71.4789,-13.15,96,100,3.56,RU,1674266404
515,taman,45.2117,36.7161,5.82,73,100,4.29,RU,1674266404
516,leshukonskoye,64.8989,45.7622,-4.8,98,100,1.59,RU,1674266404
517,aloleng,16.1307,119.7824,28.0,60,79,4.53,PH,1674266404
518,abdanan,32.9926,47.4198,6.57,46,0,1.35,IR,1674266405
519,ballina,-28.8667,153.5667,26.55,74,49,6.09,AU,1674266405
520,velikiy ustyug,60.7644,46.3106,-0.5,96,100,4.68,RU,1674266405
521,gamba,-2.65,10.0,24.6,86,100,1.31,GA,1674266405
522,vao,-22.6667,167.4833,25.07,86,100,13.39,NC,1674266406
523,zwedru,6.0667,-8.1281,21.59,98,53,1.16,LR,1674266406
524,labrea,-7.2586,-64.7981,21.57,98,100,0.58,BR,1674266406
525,bereda,43.2686,-7.5406,11.19,100,100,1.25,ES,1674266407
526,wuwei,37.9281,102.6414,-6.83,28,88,0.51,CN,1674266407
527,dakoro,14.5106,6.765,18.23,17,3,4.51,NE,1674266408
528,bitkine,11.9801,18.2138,21.17,21,20,3.1,TD,1674266408
529,port blair,11.6667,92.75,26.02,78,75,2.57,IN,1674266408
530,middlebury,44.0153,-73.1673,0.59,97,100,2.57,US,1674266408
531,khangarh,29.9173,71.1618,8.95,65,0,3.19,PK,1674266408
532,gizo,-8.103,156.8419,29.28,65,100,2.22,SB,1674266408
533,nantucket,41.2835,-70.0995,3.41,93,100,4.63,US,1674266409
534,makakilo city,21.3469,-158.0858,27.05,64,7,8.35,US,1674266409
535,bolgar,54.95,49.0667,-13.38,84,100,3.49,RU,1674266409
536,jalu,29.0331,21.5482,10.47,65,6,2.74,LY,1674266410
537,svelgen,61.7685,5.2955,3.44,64,100,4.86,NO,1674266410
538,wakefield,53.6809,-1.499,0.84,87,8,0.75,GB,1674266410
539,guiratinga,-16.3494,-53.7583,22.2,87,38,1.61,BR,1674266410
540,san miguelito,9.0333,-79.5,26.3,73,0,1.03,PA,1674266411
541,antibes,43.5624,7.1278,5.93,39,0,6.69,FR,1674266411
542,glyadyanskoye,54.9075,65.0883,-18.17,86,11,2.77,RU,1674266411
543,plastun,44.7561,136.2939,-17.07,49,100,4.95,RU,1674266411
544,taltal,-25.4,-70.4833,19.89,80,15,1.38,CL,1674266412
545,yerofey pavlovich,53.9667,121.9667,-34.55,83,100,0.29,RU,1674266412
546,lumsden,50.6501,-104.8678,-7.22,89,50,3.34,CA,1674266412
547,pemba,-12.974,40.5178,24.94,89,100,3.26,MZ,1674266413
548,puerto colombia,10.9878,-74.9547,25.95,80,0,12.16,CO,1674266413
549,aswan,24.0934,32.907,14.98,30,33,4.47,EG,1674266413
550,rongcheng,30.634,117.8517,8.5,50,7,0.98,CN,1674266413
551,mount isa,-20.7333,139.5,34.87,34,100,2.57,AU,1674266413
552,aldan,58.6031,125.3894,-46.96,96,81,0.53,RU,1674266414
553,kortkeros,61.8106,51.5806,-2.0,92,100,4.56,RU,1674266414
554,yerbogachen,61.2767,108.0108,-48.58,100,86,1.42,RU,1674266415
555,nishihara,26.1842,127.7558,18.6,55,75,4.12,JP,1674266415
556,biloela,-24.4167,150.5,30.04,38,4,2.39,AU,1674266415
557,kampot,10.6167,104.1833,29.03,63,97,6.62,KH,1674266415
558,koping,59.514,15.9926,-1.04,91,82,0.91,SE,1674266416
559,biak,-0.9131,122.8766,25.61,78,100,2.06,ID,1674266416
560,saraipali,21.3333,83.0,18.29,68,5,0.88,IN,1674266416
561,palana,59.1167,159.9667,-27.03,97,69,3.63,RU,1674266417
562,poum,-20.2333,164.0167,27.27,88,100,14.41,NC,1674266417
563,pingliang,35.5392,106.6861,-1.7,49,100,0.99,CN,1674266417
